id,fecha,fuente,titular,url,tickers
324,2026-07-01T17:39:00+00:00,Google News,Tech giant cuts 179 Bergen County jobs ahead of move to Texas - NJ.com,https://news.google.com/rss/articles/CBMiogFBVV95cUxPQndCeUhHOUNpMTBENUk2cVdUU1pVQ1hCekFwM01oSk5xYzk0aTJyVGhrTEFvTElTcjVRLVU0RHBpQmtiWlJJU0MyaUgxakt5YUFMT1VMdk9icmJLV3hwY0dUV1F1d25vUjRiaS10cUdxQTFtZzVnTnpWV2RRMmhRRFRoam54ck1QUHpjRW9BUmFJbUxpak5IaWhYTnFhUVhQN2c?oc=5,
325,2026-05-27T07:00:00+00:00,Google News,"Samsung memory chip staff in line for £310,000 bonuses after AI profit-sharing deal - The Guardian",https://news.google.com/rss/articles/CBMiqwFBVV95cUxOQ3ZBY1FwOENXcXdZTV85NDFGOFpJZ0ZkUWpzQjd4MjRkWkhuQVEyenpEX0NicmExYzVlTG12VF9ScUtveDllT0YzelpzNklNNENqcF95Mnk2dlpDQXBMZ0ZjZjd3clB1RVlBV0RoeEFieDRJQlR5cllxTVhoT3lKVXNKd210RkFYYTNfbWZOd0pLOEw0TzNzS3FXdlBGS1J6UmVGdkxrd3NkcDA?oc=5,005930.KS
326,2026-06-29T05:51:00+00:00,Google News,"Samsung Electronics, SK Hynix to invest in two new fabrication sites in South Korea, government says - Reuters",https://news.google.com/rss/articles/CBMixwFBVV95cUxPb215Q1JiUjhYeEg2ekszWmtBSDV4bjhQalh0MjhQMGRfbFNUaW9idnZRT1lmY0pvc1NURk0tc3lNVXFCaWFWZGxYQXZoSGFKWUZHRnowelVFSHZBbWUxNmlOZ1dDTG5LVGRLN1dFNEhvWF9CYVlDaFlDZkhRUGtHcUVsZGJLUzdBUHBSdVFYZllwS1BUbkFoQ0NTVmkyT2tjRVQ0WG15d3J6RGxfZnQ4OFg2dFIwSGk1TGZPX3Y5VkwwZjJIRERj?oc=5,"005930.KS,000660.KS"
327,2026-06-01T07:00:00+00:00,Google News,Samsung Electronics to move US headquarters from New Jersey to Texas - The Korea Times,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQUHF4N2hRRkVtcExQT0FYUkV0MUFhVEs4azYtV1lKV0NTXzA3TXpWd2E1RXNPc1hGQVNmRWM4ckNwQW9uSUFYVGxzcGNvMlR5ZFhZNkRCbnJaRFVCNTE3dGFzOUhwaDlYMmNoWHQwOHhlUUFvYWtIREZSQjBGQXBJakRMTldjYlFxOUZvc2QxRi1sZEkyTGYycFcxN055d2lpZzFtRkJJeGdqbFBsbTR2aWlhcEl5QTFPQkRZcTdNZVhOeTjSAcgBQVVfeXFMTlp1anNHX1AzaTlpRmo1eE1sdmYxc0RzSnkwTElzVTFjZ1BtbGFqbERQVGhEVW4tenJncjFpeG4xUzJGY2hLVDdUQ3FvR1FQczdxLVp6TmxCZ2Z6a3FkN29idnQ5U05OVUFxVHgzbEVvS2VzUl9PR21HTHhSV084YmlqMzhsV2dqTGMwZmdJQS1sNWFiVHRzYzFfSU5ndTlqeWt4RWt6RnNlSW5FWGhnbzlyTkgzdXJtTk81dlFwX2RoVG04VkhnQk4?oc=5,005930.KS
328,2026-06-21T07:00:00+00:00,Google News,Samsung Electronics brings ChatGPT and Codex to employees - OpenAI,https://news.google.com/rss/articles/CBMiekFVX3lxTE90VVluclVyOVNEY3I2a2hVMzg0Ylp1VFhXa1pIdHlCd19wRUI4Z1pZZUktTUxZZnlPMjJ3YXZiRWswRzdBZENMRW02WFRYYTRRV1NxLUtwZjl0djc2dFhOZm5QdTJERUl6Q2N2eTFsQ1BfLTNXWlNwR3ZR?oc=5,005930.KS
329,2026-05-27T07:00:00+00:00,Google News,"Samsung Workers Approve Pay Deal Promising Bonuses That Could Top $400,000 - WSJ",https://news.google.com/rss/articles/CBMikAFBVV95cUxNdkQ3eWpLZzRrdEh4VHdzLVU3dXNBVDB5N3BJa1c0THFmVkN4ZmtjdG5zcnpnNnNXVE12T2ZTU1U1Ukh6aW5ZUkxGV0k0eDl1QWhPY3p0NWFReUpjem1KdU9mc1l1N2JSa21rN2RiczJUTW5mUUphcFBONjNnRGpnUUFCUktFRTlEREl0VUFkQ0M?oc=5,005930.KS
330,2026-05-20T07:00:00+00:00,Google News,"Why are nearly 50,000 Samsung workers about to strike in South Korea? - Al Jazeera",https://news.google.com/rss/articles/CBMirAFBVV95cUxPUU9LWXJxWEs1Z0J2RmpKWTVnQ1hhV3IwcmNLYzFXb3RVeDN0bGJ2djlvdzE1RS1PU3JINHpTSGhMUzY0MGdhcC1mWGxvOU1iT2EzYzRUdUNZbVZldXBqeWxwUGVOTXZXcDJXNWhPSlVrVWpWektnUUtFYnF1eTNHOXhHVmlEVV8wMjNFZDJfQUl1MVZOOEQtaGlXdDQydm1ud05YU2ZrOGpndk520gGyAUFVX3lxTE1ySHpFNDE3NmFrM05yLVlMLUlRUEhnaXlJVTAtc21FTGZFcWR3RTFnZEpXZWV5anJyWjVFbWJTS2xycWhSaWNnNDNpdWJ1RUpuQzRwazdvajZvOTZTN1dXaFVaQk9WanlYemtXM0dIQTZMUjBNeVV3VDh3Q1k2RGV2NWJ5Tmg5UlVZTXVRRmVDN2pSb0N3WmhaUDg5QzUtczg3YTJFRVpRSUpPOHRneWRselE?oc=5,005930.KS
331,2026-07-04T01:51:40+00:00,Google News,Anthropic eyes South Korea's Samsung for custom AI chip - upi.com,https://news.google.com/rss/articles/CBMimwFBVV95cUxQZF9aSlNYNWJvblNUYm5SRnpnRkZWUk1UbEVIcW5LclBuc05PQ0lZMkdIb3JwWmNfNDJHcFhUaU9CTDVMNklDaDA1Y1Z4Q0xJRGx3NG9rX0ZvYzF4WUxHNktlQldMZnFfV29mV3VmRkZqeUMya2hBanE3bHBsMmJMX1BQcTFDUEtub3BvNnFrRUFTc29RQ1ppRXJIONIBoAFBVV95cUxNODNpSWktRTdVQlNWRVY1VDJudF84bXRVZm1SQU5aNFJ6R3R2RzZrcGJpQW55b1Y3Tm1PMWtBb2Vnd1BfaTZCVUFMUldGS1lSc25VTDhaM3REbXdyQXZxcUdUMkluTmQ1bXR2N28yTWs5bEZvdkNhX0hFcVNIcGJuZGFFMHFQa3NoOWNXYkswMFZrWFNSd2VNM3FIQmxyWFgz?oc=5,005930.KS
332,2026-07-02T13:50:00+00:00,Google News,Anthropic in Talks With Samsung to Manufacture Custom AI Chip - The Information,https://news.google.com/rss/articles/CBMilAFBVV95cUxPUTh0cENsZUllRDdoaGw1QVlWcU4yeXJtbGdfS2l5Vlo2VThNLXVPTlQzZjZRXzVqTWFLQTh4WFFtQTluQW5GTXdObEY5V3dJSGNVZVNHek5XT3FETGpXM1lPN2N3eFNjdEhOWjZSV190cUpFd3pUTVpwanpvZ3gzSFE2YmpxNDFHTXhrU1JzZXVHck1k?oc=5,005930.KS
333,2026-07-04T02:37:09+00:00,Google News,Samsung Electronics (KOSE:A005930) Buyback Plan Puts Its Valuation Story Back In Focus - simplywall.st,https://news.google.com/rss/articles/CBMi2gFBVV95cUxObG5wT1hTV1gzTHhfSzV5eTZLWm85anJ4VjNLcURDTHlRVVE0RU05QlJDMGF0S1JvMzJQNmJLWG5HblFRdnpGa3pFQjdPc3lPaFBWVHpzTnRsUjE0ZVEyUFBGZWxqVnZzUjdaTmJiR0tKeWZ2VVZUMFlDWG1pSzR4NFk5b1ZieFZsWm5JaUNlak1GMmtTa1JlRXNMSEl0ck1OWW51bktiY1BkaWFQYVk5Q2JLYUNvLTlzell6WnpieTcwU3VKeFJNU2lnNTFKT3BWOUpSaHkwYmp2d9IB3wFBVV95cUxNWE80ellEY2NIdkNRendIclVNWlZDXy02QVY2M3lYZFZnU0xrUERGNHk2Y2Zka2R6dWY2OE1NYWRFSzdFeWQ4ODYtbHBkV1Nxdm1vSHJvcDNjWXdKZ1JLeUtiTHZydXFCUnNlSjAyRXBnNFF6SDNUMnBXXzJVeDNWQmVFT2p1VmtQQ2l5clNGblhtZG13ZkNQVVRMYWZoYm5sdmhJTDljMGxXVGQyU203LWZnRmw4T0NuYk5DdkVJdVNrVXJOd05udWlrVkVYczZGdXNFb2JHWUhCTC05Qkdj?oc=5,005930.KS
334,2026-07-04T06:52:53+00:00,Google News,Samsung reportedly plans 20% DRAM price hike in Q3 - The Korea Herald,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9mUkNpR25TWHJybkxPSkxSdnpiSnVYWEVicGxvLWV0dWJBTUR5WVRrRjdHN2RjY2l2aDlVQlFqUzJ0Mi05REc0TFJZcnBVWUZTY0VlY184SQ?oc=5,005930.KS
335,2026-07-02T10:19:15+00:00,Google News,Raising Fair Value Estimates for Samsung Electronics and SK Hynix - Morningstar,https://news.google.com/rss/articles/CBMiowFBVV95cUxQU2pzR2MxWGJDakZmcHh5M3hqWE1yUEM4V0JqUHlhY0MxWjlVdEp2TDQxX0I1UWI2OTh4OEhYMzFCNmp4dTVSekpHR3k5VWpiTnNHVno4VTFTY2NyNTNtWEx0VHZpYnlseVg1ZWRGZzNQYWtQWFVDdzROS1FiMFpQNWtBUktDbG1SOVZGZ3dXLUMyWUdvT0x2MnVHd2N2RDYwejJB?oc=5,"005930.KS,000660.KS"
337,2026-07-03T13:58:09+00:00,Google News,SK hynix Plans $713B Domestic Investment - EE Times,https://news.google.com/rss/articles/CBMickFVX3lxTFA2dWJaQWNXbXlRUDVfQm10cHhjNU03Q1hJRWJMSnpMUlFKYXJVWlUzaDhheVhEaEhna0phUm5ZODFOWUFuM3NUWEVsSXZ6R2d2MHJEeHo2eWRERUVYaVdPNGxYUWREUHZINU9xdElIYzFxUQ?oc=5,000660.KS
338,2026-07-04T03:27:00+00:00,Google News,SK Hynix Is Said to Weigh 0.5% Fee Payout in Mega ADR Offering - Bloomberg.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxNTnp2UFFYb2NTZUVoQXBsMU9YTVBLZHFtUkV0QlNiY1JBcGJKUk5QZzhJS3Z1WHluenRpMUFGcWEtbERzWG5Cb1hPbXU2S2o4TnM5MW5iZm52dWxVOVdkYmZsODdqblNrT1dsSHFvbU90d0Q5SlZFQkFoTnRGdG1GSFBGZi1vdUZNSTJWSTAtd2tNV0Q4MmtQOExYY3puOGVpS1VXOTY4c1dwQjBESGNFOUdn?oc=5,000660.KS
339,2026-07-03T02:35:00+00:00,Google News,"3,000% bonuses but a growing wealth divide: South Korea grapples with its AI chip boom - The Guardian",https://news.google.com/rss/articles/CBMioAFBVV95cUxOQ3lPNTdUa2x0OEw2RG5HODZoXzc2SDhXZF84RlJRSUhSMjRfTmE4MjU2SUF1bFdHOUdhNy1RYmtGQkFESWZMWVdfenk5eHRVaVJVRFRWZ2ZWbU5RMzh1YjdEX1BZYzJET1ZPQzNVc0pxTGNDYXp6ejVob3NNUWtUYjlESm1jVXM4X3MxYktUYkxnVFhNMjZpVnZVemV5X1l0?oc=5,
340,2026-07-02T04:29:53+00:00,Google News,"[News] SK hynix Reportedly Removes Price Cap in Memory Long-Term Agreements, Diverging from Micron - TrendForce",https://news.google.com/rss/articles/CBMi1gFBVV95cUxPSVB4N1htSGdWRmlFVXJoV0FjWVJLdTRCclNXeUM1UV9GWDBVS25IX3B0dm10dUVBZXFnNHVVeFhpdEVpTm5nMFo2LWRHQnFMNElXa05aVEFLMEFnZmxackdlMXM0aFJ0RjdBY0RlWGI0b0NKaGpRSkpNOGJhR0IzT1pWT2VGRG5JelJrcFlJTkRXLVNkWUk4R19WbVRNdUp2X0w2VE5YTVNUdHlEYnZzc25oSmMzVFZQODdpR0c2aUhkdXRDZGZfY25oUzBPUVo2NjN4a1h3?oc=5,"MU,000660.KS"
341,2026-07-02T13:01:00+00:00,Google News,This fund manager bought Nvidia and SK Hynix and sold software before others. His simple message on AI: ‘Follow the money.’ - MarketWatch,https://news.google.com/rss/articles/CBMi8wFBVV95cUxNYU9ubU9NbHhuZW1TbDFSWHA4Ty16REhfOXcxY1JEdl9MaVczMXFoeURRYWxRZTNzbWdram9LVUYtWXNhaWo0Y3hnUWxaTFkzRGJmSVVwZDI4QVFDRm5fNW9ORmRONTRyRDlmZ0NrUkFtNTNUVl92RDNMTEN0QzB0TUI2SmFiUU1RVXdwSTVRWXoxRWJwNUlOSC13cHUweDRSMVJ2OUpwanpPNjhwZGU0bVk3bC1GX29lYUoxWDBlejhHRUp3UWhFcjlNNmo3OE5iWERrUWRnVm9vUHNqYW5JaWM4aTBja2F2UVVlbUg3TDFrSVU?oc=5,"NVDA,000660.KS"
342,2026-07-03T23:55:38+00:00,Google News,Samsung and SK Hynix seek substrate price cuts for the second half of 2026 - digitimes,https://news.google.com/rss/articles/CBMikwFBVV95cUxNc3MyOVRteXpwZ2Nja1hVc25JZHlmdlc2dzZ0WWZxNHkyd3RDa3NfbmRCYmNrVzYyM3M4a1MxNUw5aG5xZm82UXBxSVM5WXVmd1dNSS0zejBuUTlwUERfdEZGUVIxRnJMVnByNUFXUUNEdXhEcUxEUkE3bE16RXNGTElsS1RFQnBVMUlHOVZDc3o5Vmc?oc=5,"005930.KS,000660.KS"
343,2026-07-02T08:26:32+00:00,Google News,Meta's AI Cloud Entry Triggers Semiconductor Stock Drop - 조선일보,https://news.google.com/rss/articles/CBMijgFBVV95cUxOaS1rVzRZdFhfbVZCOU8wbkUxTWQ2V0lHZkZIMGNGbTd2SkVXT0dxN0hEZFBfQm1IVVVKU3VhQTNoaEN0WFF0ZGY1UnZBN2N0dHYyWDNzV29oal91b25tZGVOWUY5aHQ2VEU0b0dfT296TXM1S2wySS1FNW85SU92ZkZsMTI5allrU0Q1QnV3?oc=5,META
344,2026-07-01T15:17:00+00:00,Google News,"After beating Samsung, tech titan files for IPO - thestreet.com",https://news.google.com/rss/articles/CBMipgFBVV95cUxNaF8tMWdQb2NXbm1qeHhoWFlHYmZaNkQ1S2QxZUVwNWt4WTJnN3l1U0d3N2gzU3VSRENPZW53ekdxTkY5M3U3NDVpaFFYdXpzdVZoUWQyc2lfc2lfVUFfRWxCR2dLWmRFZzRfV0NSN0FDRjQ2WmpybnpKV2M3SUJrM3VUSUtZQThfbXlhcC1BQ0M3YjNYcWJNSnlHakU4SWMzRE5LQWp3?oc=5,005930.KS
345,2026-07-03T11:26:39+00:00,Google News,SK hynix to invest over $60 billion in memory plants in South Korea - PC Gamer,https://news.google.com/rss/articles/CBMi_gFBVV95cUxPaXZaYlFneDV5U3ZObmhlSWRUdGxHWUhkaVZValZWdVQ0d3h3U1Y1XzB3ZWdQR1AweExIZjBRNGNYektIcHZpRHAwRjdOZnk3UWRFNG5nVDZ3VzhNak1ha0IwV2JZcUxKUkE5bnFOS0trMlVQT0IwWUxPZEZLZndfdXpNQTZ3aHh1amRudEo0N3A0dkUzVkw0WUNjbFlZaHUtV3BxanBmRDV3TmtnS2J1UU8tVHZzN2QyQnBkcTN2eGF1cVRQRFR1Q1lZMWJoNHJONTFQeG5TUFVIQUdzSVQ2akxrSmdlWHl6MFhYVGxfRWQ5VDhFRDZFMVM0SVE3QQ?oc=5,000660.KS
347,2026-07-01T06:43:20+00:00,Google News,Air Liquide invests over 170M USD in the U.S. to support SK hynix’s ambition to build a global AI memory ecosystem - Air Liquide,https://news.google.com/rss/articles/CBMi8gFBVV95cUxNeWJCZU5ZdHUxaTk1eFNseGYtQlAwbll1Znk1SHB4MnZRbzhTUVUxdFBMWEpZODlmWF9zYWFHV0IwZVpsOVBFcnM5OHJUa2RsekQ5cHJZRFcyVWNXX0pSd0pxQXZ6c3pieWR4TVY0bzNCeGRKN0RJOEg5Rmp4OVI3UVctUk9hcWlkT3lCcXdRR3dGNkR4NHA0VHY2U2pSS3ROZnFOMHdzRl9FUjBfM1BDQW9CZmxjQncyYXUxTGFrM2tUZVVSYnhfYUVUdTQySW1kR28yMmp4bVRmR2ZuYmxkQU5jQTI3RjVnQ2RfX29FdEp6Zw?oc=5,000660.KS
348,2026-07-01T07:00:00+00:00,Google News,SKHL - Direxion,https://news.google.com/rss/articles/CBMiR0FVX3lxTE0yeWtJSGRfWk1XZGl6cl9FdmRFMTRHMGdCWlhLd2pic1MxcGJDNjhkUC0yMjRlNF9BWUI4SUJGUmQ0bmx0dDdZ?oc=5,
349,2026-07-03T14:20:50+00:00,Google News,SK hynix's U.S. Listing Is A Game-Changer For The Memory Industry (Pending:SKHY) - Seeking Alpha,https://news.google.com/rss/articles/CBMinAFBVV95cUxONzk0OTZmdEE1Njd2Tkl5OHFCbUgzSnRpQWQ5UnNyenpJNUVqeFE1aUdJeHNfTEdxMGk3R05TTjI2aVVYUDlxR2VDSm04bWlBaXdTTDF3MXg0SGRhTDhTdlVCWHRQaHZwNGpERDlQbW1lYXVRQW5pcE4tdkZjVnpsejJTQjJfY29KeGpGUHRCTFMwMnJxRmlZaDhuNVo?oc=5,000660.KS
352,2026-07-02T11:46:24+00:00,Google News,East Coast investor outbids Vestar for two Phoenix sites near TSMC - KTAR News 92.3 FM,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQckcwSDJpWXZlU1MyTDFuaEN0cTVmQzZKeXA4OXlxNXdxbXd2RWd6dlRNV3FzU2lWN1BsWWk3SWZvM2lTSzBaN1dGODRSbU5mdHlQT09TdzBETDR5NnFfYUFuRFJZLW1fSUQ4R2stdjFEbVlpcVNMZHVvamxFcmdyUERtb3c2d1l5OFBR?oc=5,"TSM,2330.TW"
353,2026-07-01T15:52:00+00:00,Google News,Trump says Taiwan is doubling the size of chipmaking plant in Arizona - Fox Business,https://news.google.com/rss/articles/CBMilwFBVV95cUxNVGZxTXF0R3lBT0lYS2JtOHlEZWFjN2d2X1hfbGhCV0RPZzREV09HVzJ1QVBVNDZBZFNFV3ZGMmg5UFpXWHRYMDNlTnhEdFVya3NzWVVYaXZXLVFxb3J4dzlIVmEyaEZPbXpiTHhkZEVjalpBdmNqMXF4UUZUT0ZPR0RuY0ZkNURzR0wtWGFXNFAzSUVKQksw0gGcAUFVX3lxTE9fMHJPSEdpME1CN3p1MDV6dmV6UFVWQzN0VVg3ZEY1eTZVdXROajAxOERYVFNEZlV0Z2dzUmMtYkMyaDZmUlhUQ3owNnVPY29vT2VNQkNMbkZpY0dYcWhZMnZXR0lRendPb0hpdTBuVzdfeWQ1NnRxeWYtcnlfU2hGTTRycHdsYm1fRkk3Z3NqWFgzTXdWWFluQm1pVA?oc=5,
355,2026-07-03T00:45:20+00:00,Google News,TSMC wins approval for US$20 billion Arizona expansion - digitimes,https://news.google.com/rss/articles/CBMilwFBVV95cUxQUWNjUWx0TGVfQ0wtcDI0b0k3dko3Y1dmM1Y1dEphVEpHeU1MWThvd19mNi1zTndacEZHeFFxdS04RVNyeVFYak82SlgwNDZrOWlGZklQOGR4Z1hxUUprWVpjeFVtbkUxWEh5TEhCVi1RZW55WWY4dkdEV21Ed09KaGRhTVBmZG9jTlNmTHN0UFZ1VWFMWTZN?oc=5,"TSM,2330.TW"
356,2026-07-02T16:08:38+00:00,Google News,"TSMC: Even In Capex Normalization, The Messiah Of Manufacturing Rules (NYSE:TSM) - Seeking Alpha",https://news.google.com/rss/articles/CBMirAFBVV95cUxQOEFLLWJEUEl4YlpqTHcxbVJNdXdBM1NjWGFnOHFiTk1RTEVaSURDdkNkQkdnLTVyX1pOXzRSUmxBX3dVUHUxSjg4LUtkc2pDTElOVy1nVFpobTZseGpHVHZpSFZBMUJ4TkdxRjN0VjV3TnRmTVdkdDN4YXQ0X0hISGZCT1ZHdHBQNWtiOTdVNWtibjN1NzJobm5IYlRCdmptbmN3Z2lKVWtyVDdi?oc=5,"TSM,2330.TW"
357,2026-07-01T21:39:43+00:00,Google News,Samsung Chases TSMC With Quantum Computing-Powered Chipmaking as AI Reshapes the Most Critical Step in Fabrication - Wccftech,https://news.google.com/rss/articles/CBMixAFBVV95cUxQT0xLYTkwQjE1TTM1bXpWZWNfTmVHMEpiSWMxVGNZZXBWR2M1b3RtZHF0M2ZSR3cxQnQyVWVMQ0ZCUk4zZGltbzZ6V0NzWTVxb3plSUJwZDU1NHpmRmRxNk5wcmNtT1h2TkJ2Nk9PZnhUVE1yTzFXNDdCdFAzVUtvc0g5YmE0TlJpVkdQemYxMGRLTUs0bFduTVlYNXAtei1MR2Z5RlpFR2oxX21XWFBCUGhFejB5bV9INTBIdk5Ta0dqcExS0gHKAUFVX3lxTE4zWC15eDQ3S2E4T1Z3SnAtT1ZoeEw2T0tPMFVld2NYSlJYM2s1Y1M1NWJXV3pvYW1xYl8xUHBSWE14TU9OT3B2T1h2TlpjREhmcjBvVllKVHU0dXRvVXl3ZGRWVzg0ZTBEQllQUGJ6aUtKUzF3UjRCb2VsMm1ZMU5nbTluVGdhVU51WlN6b1dqRGVZM1hxX2hZTEpoLUlSaS1PeEd3b2V4MjN5c3lvTFVHY2VRTERRNlBZV0hHaE41MDVkaGhuLU9qUEE?oc=5,"005930.KS,TSM,2330.TW"
358,2026-07-02T11:03:00+00:00,Google News,U.S. unlikely to match TSMC's Taiwan production capacity: minister - Focus Taiwan,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5xQWlaN1JnaEluSWplNmF0ZEp1TzA4RzlYRmRQd1ZEakVFRVhKMGN3TE9Tb28ycnhNVGd5b0h4ZXZ2eExKdDhfbVpNOVNudkRsSGVneG5nUQ?oc=5,"TSM,2330.TW"
359,2026-07-02T06:53:08+00:00,Google News,TSMC Stock Price Forecast — Top Analysts Raise Targets Ahead of Q2 Earnings - TipRanks,https://news.google.com/rss/articles/CBMipgFBVV95cUxPU0xaZERMZWRYNWxGWHJYWHVDM3dpVzNURmFQQTItb29LdExmZTBqMG9nNnU3QmFIbVJRZm9GU0xPbEZGbkphMzB1blpFd29YZlhCSzJ3dHVoWDR4c2wyLW5EYUN4cno0czI1ODY5eTVVVTJUZG95OXVpOURpdGoxUWg2YzVsbG1JWUdqMEd6U2VGWUI0em5ZSjlBRGlzSE5ubmYtT2d3?oc=5,"TSM,2330.TW"
360,2026-07-01T21:45:06+00:00,Google News,TSMC (TSM) Falls More Steeply Than Broader Market: What Investors Need to Know - Yahoo Finance,https://news.google.com/rss/articles/CBMifkFVX3lxTE5JWHo3aEhuUktUaklieW9OajhNSWJYaGFTVGE5am1wOUJuLXhhWEJiOGVMbUtOSUtET1hHdXVRR2ZYNF92X2NLOGRFZWRvNTJKX1JmSXE1R1ZWR2cxMjBBTGRhTTN5ZVRBZWJxNl9YWkR6RHR1ZUFRTWEtc2E3dw?oc=5,"TSM,2330.TW"
362,2026-07-03T17:00:00+00:00,Google News,"TSMC, Arizona Science Center join forces for kids event - yourvalley.net",https://news.google.com/rss/articles/CBMinAFBVV95cUxOenp2WGZ1bGl1ZkNsUHRacUpPR1JHTkdPY3ZWOVI0YmVTdF9SXy1jZXZCYnRoTFotREd1MVVQenBOTjJYWlc3ZzVNdU5xRzAwLTM4eUNidEI0Z3EyeU1weUxmenljRlBmSjJUeWtoMUZoX3V5d0w2dWhrRGxZc0N3NVBpY09FZXVXak9LWnFwOTQ4RExhQmo1VE1zNlE?oc=5,"TSM,2330.TW"
363,2026-06-30T14:00:17+00:00,Google News,"AI Chip Startup Etched Lures Jane Street, TSMC-Linked VC as Investors - Bloomberg.com",https://news.google.com/rss/articles/CBMitAFBVV95cUxQSmRCNHl1MmtFWkhGRktiUFFWNk1CNUswc3dWZHBSMjdkcVprYWswWnlaVW5LVFgyZ2I3bnZBTGo0eGIwOHozNjZ4VUhVZDY0blE3UWN4V2U3Z09TZDFTbDJYQXBDQ1JQNGNURzEyNTNLdzc0Z1RrSmY4RUtIemNNY2VpTmVmMVYtdVY2N29iZUJxRG9OTFFKX1ZDT2U1dF9mQlJGamRNSHpWWEZqME9ndVh0VzQ?oc=5,"TSM,2330.TW"
364,2026-07-02T12:33:00+00:00,Google News,TSMC wins approval for US$20 billion investment in Arizona unit - Focus Taiwan,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1HeFB5cGdTbkp4VEQySEJyZnJ1Q3ZMcVhzekVENlFsN1hVbE1mOUpYTkNBdUNVcW5JNUg4YXkwUFhyNVJXZDhxRTQ0M2QwbUV2R21GcWRQWQ?oc=5,"TSM,2330.TW"
366,2026-07-02T16:54:10+00:00,Google News,UMC cuts ties with Asbury in continued ‘progressive’ drift - Baptist Press,https://news.google.com/rss/articles/CBMirAFBVV95cUxQLUlGcEFDTzJ2UjZ2QzBEZzFZRXJzYjFCVUtFRjZpZGZ2WXFBU1I2bkg5ZGhhdTNOd1lLOS1kQXAyeTZoaVRHSTFBQkZwX25rZkZBNnJlT0dhbHNtMVNab3F2RzRVdWpXa2VVQ0V6RHhsQU0wZjdVbVU2Tjg0LWRCcWItTUNKZDZGeGNmaVNYMXl3MmtINkJfUjR5ZG1MN2VEZnhOOHlSSzFyMVpm?oc=5,UMC
367,2026-07-01T22:56:00+00:00,Google News,Battle of the Badges rib-eating contest raises money for UMC Children’s Hospital - KCBD,https://news.google.com/rss/articles/CBMiowFBVV95cUxPWGxoVkdvNXdIYzRhdDdjUTE3amlTeW9oRHRHTEJHdUZ3S29RWTRpVEs1RHF6ak9JUndmRk5ac2IwYWM2ZjAwX2Y0VFJoUWNTQnpKR1NSa0d1dUVpZkJXc1o1aHh1T1dpMWVNY0paQXdzNVhSZmRWbVZRVkZHU3BtV05MblI2MjJLeG5WUmQtRVEzRHhFYWhyTkc1MnpDb1RVMkFz0gG3AUFVX3lxTFBsUGkzVUlhNmJJdTQ4V2tXMGt0TnFWeG5kcVp0dEYtb25YTFpVV1U1TDlTUTgxX1ZSa1ZUV1VDWkZEclRvUnBVN094THoxemkyam5UaE1yd0xWcjllWjJNQWtza3BFOHoyRGRsdW1JZ2JkZHFKajdiekI3ZDRycnBkcGJVWURJMlBCTU9rVmlXWVlvcV9JYXZDUjRhdm55cFZfdldrYk9yazl4RzBXWmI0V3VsNFo0SQ?oc=5,UMC
368,2026-07-03T08:32:29+00:00,Google News,Trinity UMC installs new pastor - Peninsula Daily News,https://news.google.com/rss/articles/CBMihAFBVV95cUxPeHVEbDg2bUJQZmFiUDRQUldKcWFzTEpReDBnejlqcmNnbkxvdWxWbTJyTFFwT1lTcnpEQTE3ZS1pV3F6SHNKYnZQZ1Q1aTdnMTZwWTM2Z1NGQS1iS0VUTHpBZDAyVHZucFhGS1NnQktqNWR0T0hJR0FpQ3QwVTJrNmRKelk?oc=5,UMC
369,2026-06-30T20:00:02+00:00,Google News,United Methodist Booth Honored with “Most Spirited Booth” Award at Baton Rouge Pride - Louisiana UMC,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQV2xQb0lVenlHUlJuemhSWU1GUFoyVHM5cm94WktpbGx6VWZSaUQ1andUbXZlLWMxcGExeTdERkJzWWFac1ZkN3ZoUDUwRjNCYVpwelJ1LWpDWXpKemVZQW9SdloxLTR4M25XR1RpQ3RfZXVEWHBST1RpU3ExZk56Q3VtMWRCVFQxOWpVYjRtTjhWeHVhclZaeE00dVlLajR4cnZKOGE2c0hKR3h2dFdacVRiaWN5bTJWNjR1NGNXQUs2Wnc?oc=5,UMC
370,2026-07-02T22:26:17+00:00,Google News,UMC Burn Center warns El Paso residents of burn risks ahead of July Fourth weekend - KFOX,https://news.google.com/rss/articles/CBMisgFBVV95cUxNdGVKQnNJRFcwVFJZSzFSS1JzUWFIMGs1eHN4VEFMSmV1cnZkRVNNWXAtWHNNTjZHcVd4Sl9qeGJLWFF0eVlkcldUTThPQVNzZ0xtVjNVV2ZzTFlFZzZ5QlBMeUU5R2daX1Z5NHZpLTRzY1docVpkd2htcjFuejNHX1pDOHNuVUk0SEkxVC1JVXBpeXVKdXRNc0hlajhQNjloM1NuZzNMdVlOTl9XcndRb2JB?oc=5,UMC
